qid,start,runtime,status
25263,16309.8,600,penalty
25507,16309.1,600,penalty
17213,16397.5,600,penalty
25507,16397.5,600,penalty
25263,16397.5,600,penalty
25263,16477.6,600,penalty
25507,16476.9,600,penalty
17213,16484.3,600,penalty
25263,16557.0,600,penalty
17213,16568.3,600,penalty
25263,16562.4,600,penalty
25263,16635.0,600,penalty
17213,16641.0,600,penalty
17213,16635.9,600,penalty
25263,16714.9,600,penalty
25507,16714.2,600,penalty
17213,16714.9,600,penalty
25263,16796.5,600,penalty
25507,16795.9,600,penalty
17213,16806.0,600,penalty
25507,16875.6,600,penalty
17213,16876.4,600,penalty
25263,16875.6,600,penalty
25507,16956.7,600,penalty
25263,16957.3,600,penalty
17213,16967.1,600,penalty
25507,17039.2,600,penalty
25263,17039.8,600,penalty
17213,17040.0,38.42,ok
25377,17078.7,9.29,ok
18656,17088.3,17.46,ok
10695,17106.1,8.95,ok
10914,17115.4,9.2,ok
10695,17118.0,17.38,ok
10914,17118.0,23.29,ok
6066,17135.7,31.31,ok
10688,17167.4,33.81,ok
19969,17125.1,116.46,ok
10109,17141.7,110.15,ok
13364,17252.3,600,penalty
8693,17201.7,600,penalty
15887,17242.0,600,penalty
13364,17335.1,19.38,ok
11355,17354.9,3.13,ok
6135,17358.4,600,penalty
8693,17325.0,600,penalty
15887,17330.1,600,penalty
11355,17422.3,3.27,ok
13364,17422.0,17.94,ok
7011,17432.1,10.96,ok
12533,17440.4,22.55,ok
12181,17463.4,600,penalty
25334,17443.4,600,penalty
6135,17425.9,600,penalty
12181,17526.7,600,penalty
25334,17525.9,600,penalty
12533,17525.9,600,penalty
12181,17605.5,600,penalty
25334,17600.4,600,penalty
12533,17595.6,600,penalty
12533,17670.7,6.69,ok
12889,17681.5,600,penalty
25334,17675.8,600,penalty
12181,17677.7,600,penalty
25334,17758.1,16.18,ok
12889,17768.9,600,penalty
12181,17763.4,600,penalty
6412,17774.7,600,penalty
6412,17854.2,600,penalty
12181,17844.1,46.92,ok
12889,17849.1,48.75,ok
17870,17891.4,11.48,ok
20054,17898.1,17.47,ok
9210,17916.0,17.38,ok
10755,17939.9,13.94,ok
9210,17938.8,19.71,ok
25097,17964.5,20.89,ok
10361,17963.9,25.6,ok
5460,17903.3,600,penalty
5887,17995.9,600,penalty
23189,17994.9,600,penalty
25097,18072.2,4.19,ok
5887,18078.8,600,penalty
23189,18076.7,600,penalty
21150,18082.5,72.31,ok
11182,18155.1,5.4,ok
11182,18161.4,11.46,ok
14809,18164.7,11.05,ok
12511,18173.4,30.65,ok
25134,18204.9,5.62,ok
25552,18176.3,56.36,ok
25688,18211.3,29.03,ok
21150,18160.5,85.02,ok
10754,18240.9,24.28,ok
6697,18265.6,3.02,ok
3487,18268.9,24.23,ok
17322,18246.1,72.18,ok
11968,18233.2,97.05,ok
16435,18330.7,2.54,ok
17168,18318.6,37.14,ok
25741,18293.5,76.75,ok
10548,18370.8,19.27,ok
25396,18356.2,38.84,ok
13540,18390.9,13.37,ok
18881,18404.7,8.21,ok
23340,18413.4,7.32,ok
25446,18395.4,34.21,ok
5529,18333.6,111.03,ok
12305,18430.0,15.69,ok
5114,18421.1,30.94,ok
25523,18446.0,23.94,ok
16740,18470.3,24.63,ok
19673,18495.3,15.6,ok
7255,18511.3,3.17,ok
13210,18514.9,600,penalty
11696,18452.5,600,penalty
13321,18445.0,600,penalty
7255,18578.0,7.22,ok
15828,18586.0,5.68,ok
9814,18592.2,2.96,ok
19673,18578.0,32.08,ok
10031,18610.4,12.92,ok
13210,18578.0,54.18,ok
7034,18623.8,26.26,ok
25559,18650.4,2.77,ok
6409,18653.6,600,penalty
14610,18595.5,600,penalty
11796,18632.5,600,penalty
25559,18723.1,13.77,ok
6409,18723.1,600,penalty
11796,18722.8,600,penalty
12269,18737.3,600,penalty
25559,18809.9,2.15,ok
6409,18812.4,34.16,ok
16510,18821.5,64.31,ok
25648,18886.2,17.8,ok
11804,18904.4,19.26,ok
12526,18924.0,5.15,ok
9594,18929.5,3.56,ok
12269,18814.8,119.14,ok
10137,18933.4,15.63,ok
25519,18846.9,600,penalty
18767,18934.4,600,penalty
25388,18949.7,600,penalty
10137,19037.0,7.2,ok
10501,19047.3,17.87,ok
25388,19044.5,36.98,ok
9822,19075.1,21.97,ok
19224,19082.0,16.31,ok
15563,19098.3,5.29,ok
10705,19098.6,15.45,ok
7502,19114.5,17.69,ok
18767,19042.0,93.0,ok
25526,19132.6,23.42,ok
4883,19156.3,17.93,ok
11518,19174.6,9.45,ok
11949,19135.5,64.53,ok
12760,19104.3,134.78,ok
25492,19239.5,18.27,ok
7674,19258.1,3.33,ok
12735,19261.8,44.06,ok
3955,19200.5,105.92,ok
9182,19184.4,127.85,ok
13902,19306.7,15.43,ok
11063,19306.3,34.66,ok
14790,19312.7,30.78,ok
